,,,,,,,Total,Total,Annual loss,,,,,,,,,,,,,,forest cover by strata,,,,,,,,loss within S1,,,,,,,,,,,,,,loss within S2,,,,,,,,,,,,,,loss within S3,,,,,,,,,,,,,,loss within S4,,,,,,,,,,,,,,loss within S5,,,,,,,,,,,,,,loss within S6,,,,,,,,,,,,,,loss within S7,,,,,,,,,,,,,,loss within S8,,,,,,,,,,,,,
Ecozone,Realm,Code,total area,no data,land,water,Loss 00-14,Gain 00-12,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,S1,S2,S3,S4,S5,S6,S7,S8,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Temperate oceanic forest,NAM,62,4022825,0,3889421,133403,332877,231651,24297,22081,25371,28780,28599,30363,23105,24204,18294,16730,22096,23547,23659,21750,1334926,59999,35277,21639,32064,119025,190006,2096487,69.99316183,48.48976352,36.01664578,38.35341104,49.13415154,63.02047023,25.49761615,47.71598299,21.41940856,9.903323373,236.5036142,415.2377862,814.425742,554.4218557,11.31145228,8.559630806,6.692965784,6.942220614,10.22245589,12.15736965,7.321611702,9.648474378,6.141070162,2.020921659,6.046645999,15.03780951,45.33169249,49.32767605,10.20080228,6.839146031,6.382917822,7.331638171,11.74117049,14.95172393,7.053151032,12.35148338,4.630128528,2.885972412,6.815183935,13.79075638,38.46724174,43.25736412,2.875438818,2.893243473,2.176732607,3.030753447,2.987615881,3.63259757,1.436333853,4.96942717,2.060487255,0.2112615741,2.98384779,8.636156874,26.93790609,29.83513401,18.70850002,11.76509718,9.018159863,9.605764274,14.47457295,18.17989599,10.51973624,19.48339698,6.913568869,3.406348325,7.256364507,16.3100353,44.6115214,48.20266989,108.786547,100.9272036,83.88196633,87.91295215,117.9358823,133.0481168,77.55075079,118.459522,60.07274422,18.62372609,57.50872454,117.7356031,206.9452207,216.6575608,439.7653738,366.5349512,335.9222625,337.2180349,394.7261157,447.2478339,245.8448055,308.1027913,182.246106,67.61635902,157.1833492,284.7685254,465.6109852,478.6403134,23635.37904,21534.98167,24891.35939,28289.30562,27997.79448,29670.7578,22730.16186,23683.49722,18010.5984,16625.61555,21622.09857,22675.10559,22016.92423,20329.45896
Temperate steppe,NAM,63,212622304,0,210505641,2116663,351898,51884,25630,18622,21996,40024,32527,23050,37926,18609,10285,11197,13401,29618,47603,21410,197535152,1233988,924416,657296,842798,2078452,2287812,4945727,4277.252185,2209.992188,4014.95387,7132.410658,4830.807941,3881.429139,7541.225251,1770.248884,1067.249122,1355.826168,1785.027173,2755.666651,13136.41644,2483.227384,739.1370603,669.5838193,1120.427977,1581.572425,1472.777841,1144.836868,1886.546148,360.2848725,195.1443337,296.2557752,322.6443337,967.7144253,2625.597731,1009.626044,290.6103677,179.4983118,261.5004839,431.7547832,339.6221763,233.0776229,268.8318006,177.161342,144.7974656,115.6228859,149.8523296,854.9555035,2403.568951,975.7736994,1461.909138,392.3825809,882.7786011,1862.80044,1218.130537,530.3539241,1418.638112,248.985409,258.3114878,270.1017314,389.9337103,1079.594016,2661.419763,939.2838135,554.9135454,526.7170703,1102.57533,1503.533755,1411.225776,937.5178178,1876.606173,357.3376907,223.7579642,262.7240887,345.4752352,1001.285956,1624.454535,871.9069009,3325.877543,2577.559257,3677.202721,5928.973057,5829.801687,2982.635403,5573.178558,1699.181986,1186.800175,1215.242016,1789.162584,4854.045552,6920.165687,3201.407676,3443.241512,3126.614467,3488.113597,4925.614682,6460.420008,2917.841539,4828.831292,2249.540196,1798.478265,1630.376744,1846.941346,5056.356592,6030.822939,3429.665559,11537.10374,8939.616392,7448.24383,16657.08433,10964.65515,10422.23535,14532.46222,11746.16866,5410.05832,6050.871681,6771.916097,13048.31083,12200.74885,8498.97461
Tropical dry forest,NAM,64,22537458,0,22180339,357120,360440,87098,36096,19398,28500,30826,29026,22786,34901,24140,37128,23222,18703,19171,21833,14710,12356883,642029,747234,534562,442079,2740829,2503188,2213535,2164.450038,1287.868114,1428.59729,2149.353415,2085.502841,1757.334612,2412.449078,2011.416157,1794.395068,1468.100834,1356.676392,2166.075211,5030.41561,2786.888416,270.6374816,135.7356048,168.1768553,224.4890681,245.3267569,194.8771626,270.7030383,209.1707189,187.0666026,170.2610453,137.4897768,181.9397253,376.977194,225.3677299,368.8269863,211.0942867,220.8711715,298.6814206,332.1199494,246.719414,348.3367275,247.6760019,248.55289,245.6841923,186.1085248,254.1026174,458.9435299,291.211689,295.0188388,162.244236,208.0721704,270.4703253,271.6900496,187.0712883,301.7576825,201.1743708,228.6199846,221.4559959,156.854634,213.0292064,353.065071,226.326652,337.4998287,210.6897427,261.0521184,336.4113143,348.3276148,240.3359517,373.4504157,270.1696465,286.5280805,281.2055259,195.3702202,263.7244283,420.4391952,277.6852893,5768.720832,3408.368199,5277.70283,5821.521774,5874.701119,4390.150821,7217.616854,4601.616341,5934.709857,4894.906999,3049.610841,3095.851022,3341.741895,2315.156384,11849.26543,6211.589829,11943.21994,11810.85798,11036.94346,7846.922126,12866.98003,8090.513194,15922.41606,7848.570705,5629.909292,5594.380842,5640.284092,4093.285187,15041.22833,7770.024689,8992.700482,9914.039919,8831.257986,7922.997313,11109.56723,8508.497916,12526.1518,8091.464947,7991.088267,7402.286499,6211.123062,4493.883814
Tropical moist deciduous forest,NAM,65,67593516,514,66127480,1465522,2947899,817412,190359,190004,200377,176736,262374,194082,251629,219314,300602,219765,198580,173886,218605,151587,25434856,1160183,1045816,795923,905233,4676316,7371172,24737982,4329.762963,3747.07545,3694.422461,4741.794849,6331.28478,3966.986368,5215.0571,5102.504543,5021.271345,4354.566648,4292.066859,6511.093376,20391.70923,14830.09441,655.3534295,586.0605318,557.5930077,620.3309417,1025.978677,570.295521,772.0445773,673.546524,675.9268113,704.049871,572.2226613,747.706269,1887.984062,1321.106681,829.6865827,595.8831982,649.0023616,665.4218004,1022.677242,609.6677747,775.1742712,734.9254946,697.554828,790.2081838,623.3502891,726.1242324,1703.314645,1195.934529,573.9803303,528.4099937,542.8144436,584.2672646,905.086574,536.7999389,684.5643325,650.3247693,602.2948348,611.5994247,531.3580206,571.6727715,1193.641335,846.2447967,831.9237215,762.9004539,796.8568625,766.3861111,1396.061179,732.0222006,997.2175897,897.946958,886.3286307,983.5433837,777.8354247,853.0159551,1655.443688,1192.451185,11306.96212,10529.5455,11766.69161,10507.34953,15797.28092,10245.88154,13734.19727,11808.522,11855.77834,10464.93237,8614.795952,7854.085985,10531.50381,7606.086708,33934.33893,28108.1724,37455.4496,29775.46573,47367.29566,28601.89034,43254.75333,33715.86553,39796.05516,31742.26688,25648.86819,24441.39119,32146.92986,22208.28718,137896.9193,145146.0625,144914.3687,129074.906,188528.3061,148818.3003,186196.2987,165730.0332,241066.9618,170113.8626,157519.0623,132180.7516,149094.6166,102386.5187
Tropical mountain system,NAM,66,25834208,0,25778810,55398,337865,52220,23236,16908,13736,25290,28978,26298,27806,25592,24211,22118,25180,29714,29181,19616,10703606,700621,524020,395390,392381,2620701,3194929,7247162,804.4551279,557.9821198,419.1838448,775.5318049,697.2974112,789.8676279,896.6878476,812.6047254,672.7283198,635.1344348,732.0023803,1160.860196,2821.521208,1762.859196,91.12623878,55.73741077,47.80734253,83.20759257,84.57882782,86.79222938,105.5563917,86.97057789,69.16579688,77.09989758,103.0890507,149.5511701,444.9558292,277.1996703,112.9097312,67.78723886,61.40989943,102.325293,97.66920484,113.1954099,132.4964045,91.28548361,92.76348065,100.9592902,108.0815238,150.5994,322.8929739,237.3128912,82.92698596,69.02277444,54.29492256,81.63153225,90.63170549,102.9729359,96.54842155,107.0095566,72.19030747,76.65241336,107.1472044,118.8618673,256.5668867,188.1417041,127.223877,84.92269611,66.7945627,112.9632622,111.6771924,144.9684956,128.8879281,112.7584597,100.7591899,109.813045,130.0453176,165.3934266,314.4924058,205.685674,1968.393598,1321.056569,1157.176765,2017.293599,1978.005813,2346.430757,2413.441063,2144.375817,1740.556424,1768.095977,2103.518521,1978.323646,3051.904309,1782.720842,3264.083845,2426.069601,2130.481426,3931.030145,4099.747106,5000.451959,5250.779564,4148.658833,3631.511838,3700.82868,4323.026387,4313.532932,7344.832202,4053.390654,16784.80553,12325.43898,9799.184009,18186.3329,21818.5788,17713.03623,18781.96735,18088.33745,17830.98417,15649.83466,17572.60007,21677.09119,14623.96289,11108.86264
Tropical rainforest,NAM,67,41767527,7,41115421,652098,2694791,264042,140830,156439,148285,131807,226273,156039,245256,210600,247363,289682,178825,182861,193343,187189,8538784,514649,434527,307424,396666,1933017,3665208,25325146,918.7522861,1055.524147,1065.492344,1006.811131,1364.15125,1052.533108,1107.908145,1290.427942,1267.157904,1055.331478,1032.134749,2255.574571,5825.975277,6811.628368,163.6524204,203.4524636,207.8349804,187.9297587,284.2659688,198.6682433,231.801242,239.4468634,252.2310894,243.5362542,206.7056886,295.2236378,626.9868216,721.8017771,215.934807,236.6344737,243.0195431,204.798848,307.5072082,222.0124783,229.897751,268.5295786,272.2627275,252.3576849,223.5937504,282.2179212,585.1717432,623.6854992,147.7353641,177.7260286,183.0649092,163.0643511,235.7668065,163.5867158,179.8049743,217.402825,212.6081219,206.3552613,177.8947901,214.9593662,371.1247269,392.0654712,196.4925044,239.2612455,273.5383978,226.7810333,373.1525323,247.345288,275.8910122,314.9648615,342.6678266,314.503398,275.8073316,318.2690406,535.7292882,567.9508713,3063.431724,3484.958998,4425.565444,3269.416691,4996.557099,3538.258639,3962.0198,4222.644418,3936.551132,3436.915349,3016.390169,3241.506407,3311.14691,3330.084846,11891.64268,13668.55509,17173.58535,13002.30037,20466.10116,14116.3247,18394.52724,16443.23473,16184.28916,14650.55498,11419.34217,13152.79495,13224.03048,12675.83815,124232.0676,137372.7024,124712.423,113746.0839,198245.2892,136500.2257,220874.1934,187603.0768,224895.3952,269522.12,162473.2733,163100.1917,168863.3035,162066.0489
Tropical shrubland,NAM,68,122484,0,122388,96,2693,642,325,148,134,249,200,194,357,139,244,141,163,114,129,158,77673,3692,4966,4473,2682,14011,9863,5029,22.60679552,8.097928182,7.133820301,8.467673132,7.880873961,8.77138577,10.10372252,9.511251986,17.77582717,4.684313594,7.431605133,15.47068531,55.53061544,41.48834047,3.272425636,0.6690268162,0.5943408516,0.8908831503,0.9668361864,0.8173079806,1.85761228,0.5206836222,3.496233218,1.040265162,0.9663524054,1.486502982,4.535425386,3.791828806,7.210295679,4.085139605,2.971349426,4.677324748,2.007308924,2.303866132,6.23932566,3.788382801,4.237002435,2.600097091,3.269103833,4.609506822,6.173024899,5.131213139,3.122230328,1.189305965,1.559932637,2.227084659,0.6687466222,0.7432097968,2.896077976,1.707836668,1.412955004,0.5941329294,0.8181189397,1.933283039,5.281109306,3.569371557,4.537823419,1.189493645,1.11453872,2.227244953,1.486030666,1.114722644,3.341794338,0.8180933805,3.495014198,0.6685094227,0.5945886596,1.189911534,4.608812931,3.270698578,75.67788673,33.13775579,23.92690865,61.10079081,28.76446756,35.95032164,68.38962871,36.16476773,47.56181144,27.40361539,21.39380944,16.94906961,25.35340392,26.01352063,123.8675494,49.91315206,51.91310494,109.0584898,87.28454689,70.40952003,164.4167594,51.32548785,100.9064717,61.19665616,54.59228696,41.52788986,17.60376356,39.35472365,84.76186969,49.30812051,44.33049277,60.72311548,70.99141727,73.41845307,99.48600695,34.97506777,64.62278952,43.15010521,73.80908281,30.53485893,10.3209603,35.11455161
Water,NAM,69,40631057,0,4803129,35827929,138811,21100,20746,6835,4147,5352,9267,13926,6203,10480,9047,3270,3831,8519,8269,28920,1574270,140128,78518,41933,84372,745143,751050,1387714,429.6234322,92.93648971,59.26741096,110.2037586,76.90138246,149.3983427,88.02568632,265.7782217,165.9303402,76.61937322,56.5872646,201.9277156,439.6164187,697.8883167,163.7971962,26.31762798,10.5329319,30.73681216,18.98650705,52.4025749,33.35105658,127.1179023,63.19595114,21.040133,14.36821501,54.14629948,204.9341723,348.3875981,207.224712,29.26421711,9.196249672,37.29700422,37.65064202,69.86991075,44.88020853,132.484212,90.63346336,31.89173937,18.07874356,45.76476121,181.081123,177.3713693,187.3308911,37.45231723,7.935880959,31.50008694,19.75733821,53.3988536,28.44059534,118.8423488,57.80162696,19.21362337,14.37165883,35.33504484,98.51332232,89.58384412,252.1891756,65.22186016,12.36267361,56.03788485,41.39188405,125.9085452,39.57575296,181.8920186,129.2338859,22.92143191,26.74160156,47.53774891,135.5965944,333.662829,2496.962498,526.2854088,337.4155657,708.4655415,1353.723946,2094.82955,448.0442375,1818.71563,1490.930086,170.7778544,618.3490853,1163.113914,1763.707477,13349.18551,7990.726328,1763.643329,707.4328481,1117.750792,3126.370127,3402.77182,944.4083404,1973.803182,1252.931274,329.4851051,569.1929406,1737.156169,2478.829125,7816.768735,9017.88066,4293.811462,3002.537435,3260.375389,4592.566137,7977.232508,4576.591946,5861.138786,5796.474221,2598.148415,2512.822291,5233.707458,2966.562547,6106.778562
No data,SAM,70,814965,35940,745682,33343,4091,268,250,231,133,250,356,681,421,353,582,70,249,323,135,58,575808,11091,16239,12137,3597,32862,31296,62653,13.0777728,22.61650732,16.23175581,13.77002131,13.46234087,12.76996284,16.00056597,116.7776219,52.84931294,31.69244584,51.00096772,185.7819522,72.92564916,26.07735908,0.1538263698,0.6154014751,0.846215049,2.077051757,0.7692395508,1.923138768,2.615469231,2.307685427,4.230910515,2.846151419,2.923151711,3.923095966,4.153961387,0.9230664155,0.6154101321,0.6153945005,1.846244728,1.846228451,1.76930193,1.846224746,4.153959934,2.692378345,3.307784534,3.769322399,6.538709484,2.153881393,6.692479004,1.692316166,0.1538547972,0.07692683607,2.846359069,0.9231415879,1.538551713,0.692311753,2.230825098,0.3846275745,1.46159992,0.1538493212,1.384702288,0.846188262,5.615607693,0.9230794087,0.07692345423,0.3846295653,0.3846395648,1.230813525,1.00002758,1.076961969,1.692359699,0.7692699965,1.846212958,0,0.4615554541,0.5384816488,1.461599882,0.07692204602,7.461838527,8.154077075,18.69356378,19.46236253,20.38561872,25.23134172,34.61659406,12.9234821,34.0006546,4.769385696,18.38547108,13.3849879,11.53888968,7.769178815,16.76953524,15.61564971,29.69423409,22.38541848,49.54103802,62.46291356,77.85026371,34.30863445,69.38650335,2.307736616,27.23200026,15.92339771,12.69269576,10.07682939,211.4612942,182.6187247,62.46337083,188.7736041,267.6287411,575.0833432,281.7828548,183.0821221,414.4682932,24.46205695,140.8493819,100.0016696,20.15458854,10.46172398
Subtropical dry forest,SAM,71,10052302,0,9940119,112183,1052856,1079511,51317,61727,60505,62535,72139,69824,89346,81862,67750,65354,73392,103282,91326,102498,5339471,118162,120576,126541,63198,515531,629734,3026905,207.2165519,242.3161156,475.4747293,298.5967909,620.0262049,363.845098,334.3790348,352.3433457,182.5160256,242.3742172,572.1022339,3959.242406,13929.54804,18683.85909,21.27015694,27.77610288,48.40692622,33.71187479,58.56429186,32.78311391,39.45616177,45.66689155,21.68501603,34.83964213,61.31108618,180.2520215,669.0791263,937.0113214,28.83928806,37.728637,59.33309249,49.77254323,71.03124851,39.40736249,53.93472949,51.18604116,27.70836415,32.39101655,64.63837231,198.5780526,649.2266642,881.4550398,15.8635239,22.58200683,27.46351067,27.21016631,36.62174019,24.04566996,29.62361967,30.68792398,19.31776969,34.42568706,76.88756598,203.1244002,381.5356314,551.2652626,22.14150879,31.56749454,53.52236634,37.88581695,66.17533173,39.97997515,38.5148376,40.51920468,24.3390986,34.28725335,48.39162451,125.0122465,493.3799738,643.2713566,295.8345995,405.3896488,641.3141137,612.4402104,1017.040779,701.5666673,979.5113531,839.8395121,624.0965372,703.4814668,1493.709356,2729.826861,5007.596514,6943.053303,753.2415511,1022.215825,1320.136476,1610.11718,2538.175735,2554.634961,4008.106481,3615.655041,2457.332866,2424.082264,5183.649993,8470.141063,6191.765979,8366.200828,49972.667,59937.1982,57879.45657,59865.48862,67731.62508,66067.35656,83862.36356,76886.2126,64392.91318,61848.56352,65891.00582,87415.42027,64003.64504,65491.89881
Subtropical humid forest,SAM,72,119909875,0,118280777,1629098,2320515,2526988,120182,135572,141349,150175,158989,161960,134547,155972,127322,142835,156295,247222,237771,250324,95552270,533649,660454,406968,519546,3323530,4067034,13217327,3922.100845,3068.805334,4323.373579,3857.497295,3754.790328,4451.131644,3034.676456,3762.004487,2806.194076,2078.28559,10227.94011,27624.84144,84256.78133,94327.15453,309.6832829,264.9603401,345.7189944,376.3387595,315.7724141,401.1418276,276.5803025,341.1855465,284.1232453,169.2297473,403.7108898,680.8088117,1737.800065,1885.832953,421.7316372,280.4337391,409.8448853,390.6397573,355.4330946,437.1041602,293.6670957,374.8557495,289.8445014,187.7466501,434.5098938,937.2175813,1974.106269,2114.265418,230.2312928,169.6765527,233.6121662,221.658949,206.4120184,254.2876994,152.0865002,217.2578184,174.4572846,116.4833308,284.7820694,630.2117986,1335.576089,1493.577789,295.5485767,296.6968306,390.6609915,441.5382726,387.3719704,438.9019725,301.4007677,393.6559249,295.1484306,191.4649448,404.2383432,706.3285863,1683.152134,1913.264895,4430.363535,4267.214396,6076.445535,6714.513662,5944.132365,7216.982049,4575.090463,6238.108918,4728.570976,3191.255071,5471.249036,7531.964667,13925.15634,15152.79008,9779.636258,9279.161079,11167.15562,12002.20473,11694.77205,15090.89378,10938.1591,14393.74126,11516.96141,8699.613005,18255.31023,30344.46522,25891.23417,27720.92572,100793.0889,117945.3537,118402.2515,126170.6789,136330.3936,133669.5348,114974.9603,130251.4499,107226.6161,128201.3876,120812.8048,178766.1153,106966.9588,105716.027
Subtropical mountain system,SAM,73,23800839,0,23752080,48759,19332,11922,337,3149,1037,857,985,689,726,954,1872,1059,1612,1700,1356,2999,22393324,105441,76357,73804,29553,184752,170593,718256,61.84074162,37.98838847,101.0202498,42.70290421,39.57408103,29.37436245,38.63635339,61.39848249,41.15896879,63.13482904,137.9876944,134.3106393,155.3834489,117.3996354,1.175282301,0.8027281835,5.483437415,1.011887908,2.383721175,0.5256669527,1.934788111,1.173347263,0.633511041,0.1901736046,1.21968978,5.296344048,4.258648142,3.310191844,1.894942533,2.470373419,5.468962471,1.715399468,2.062080145,0.8152124263,1.718705344,1.229406426,1.050415853,0.730940986,1.636102475,2.673595148,5.29195787,5.653564533,0.1825192694,0.8529502584,2.194593237,0.56916885,0.9860908342,0.1262132114,0.7969941415,0.9062808681,1.098036689,0.181972588,0.7324378682,4.242112105,4.144121324,5.249817211,0.4992334013,2.810085955,3.230222251,0.9345598002,0.7920804815,0.5639795035,0.9822129911,0.6077269312,2.471293276,0.364985898,0.4323084117,2.966616394,3.806070788,5.777887907,10.81471233,42.77137325,44.26179209,23.40656118,29.58775509,11.6905118,20.30927935,28.66275439,32.24430611,7.5793618,17.72935273,38.05531358,48.19328255,66.78805015,27.2340479,139.7974788,62.47563867,38.94350705,61.03637252,25.66341278,36.12362845,86.3058081,75.08353061,14.877253,60.16874693,93.9496968,70.10946954,208.0075284,233.8423,2921.154682,812.5523581,748.1305291,848.303141,620.6026419,625.3883177,773.8205047,1718.716813,971.8391377,1391.988714,1418.054731,1065.112615,2586.537417
Subtropical steppe,SAM,74,63990694,0,63680777,309916,33342,25630,1909,1260,1334,2440,2662,2865,2726,5157,2310,2810,1265,1870,2299,2435,62970176,82779,78919,90517,22286,186920,118937,130243,1030.492065,497.2690764,805.7887795,1209.859778,1053.598341,1809.168812,1499.745813,1878.739885,1051.880142,1152.507508,457.730523,591.6497071,1343.660289,1150.000095,29.80190852,17.92640533,25.48485203,65.7810283,49.44915918,104.6325837,27.55212784,42.38835473,37.60506471,52.99735967,13.06836601,23.9530738,21.80871666,27.82448722,26.20572339,6.948402034,6.364151912,55.20775717,9.526904683,8.996033348,7.594622698,10.18432295,7.035826425,11.95014884,10.05413045,16.06023811,22.94337275,32.01944503,4.430775096,2.614416792,3.345237444,5.598850335,3.317226286,4.103053839,3.682779347,6.158134395,6.396657744,6.916863716,6.822649951,12.52035459,31.83946519,30.21340794,4.194014694,3.040765433,2.917699758,4.230608748,3.807972196,4.332364573,5.175541467,4.116917219,5.40163229,5.702886804,2.899656409,4.736138935,10.78640414,12.55122739,71.54325545,56.86315485,108.2941083,147.9546154,167.5123347,151.0991961,347.0315049,341.7616913,441.159585,475.9877231,108.6476747,160.9614057,225.6117838,238.1664151,76.82528008,97.34968607,71.47649868,186.3477536,207.0900044,144.1507158,182.518048,297.8285182,152.6988294,265.9555452,112.237833,217.071515,279.0985784,346.6785193,665.3530441,577.8289589,310.3817474,765.368033,1167.812731,638.1814187,652.801903,2575.865886,607.7597971,837.6172821,553.4599506,843.0630939,363.7031224,597.8806093
Temperate mountain system,SAM,75,7710560,0,7518172,192388,27917,14257,582,1581,1532,1139,809,1601,1056,4774,2108,1306,1576,6958,1614,1280,5149329,20194,37251,43037,17506,142886,366115,1741855,61.43903096,50.23604908,47.45913571,49.94519797,283.7694471,117.743616,81.92250658,375.0392307,130.0858629,57.29368068,130.856804,129.0211475,92.53123718,45.40945153,0.04879646671,0.7409946592,0.268367929,0.3526044172,2.496397557,0.8354996957,0.6636808936,1.906673625,1.84397318,0.4977393969,0.8733135971,2.12218867,5.101589469,1.251217034,0.9873328648,1.291839186,2.59389653,1.910733652,2.962820299,1.097619982,2.410112127,4.996721218,3.86049937,2.295642649,1.777338463,8.492448211,8.87934679,2.330160553,0.3149479864,0.6210038464,0.2649475288,0.9558712632,0.7429657443,0.4410010237,1.410612495,2.959172701,1.378628331,0.9800596871,1.109994289,11.22049233,15.90633797,2.015158121,0.1127376254,1.401087028,0.5969884388,1.370798584,0.9186074624,0.4031419642,1.239755455,4.609894327,1.700367315,1.627840504,0.5986410403,3.438815548,2.332544672,0.8672288139,6.586291361,23.10360953,7.336975024,16.48331325,32.95842131,13.32999624,13.48468888,58.89200831,27.74629069,12.84881458,21.08382834,46.00317974,67.57915656,17.4916502,17.71676233,77.50252865,29.20168337,53.97251958,41.32010247,42.27690174,42.7217513,196.0900523,96.07917104,41.8518014,37.50772874,186.1000893,229.7091324,77.29736619,494.5169237,1426.510398,1444.281657,1014.489629,443.4328098,1425.09215,912.5591076,4129.433869,1845.300265,1188.522456,1382.429079,6571.774148,1191.798079,1132.913045
Temperate oceanic forest,SAM,76,25987359,0,23031408,2955951,402711,351037,20814,13471,20660,22237,34745,21208,30405,35543,19453,24633,25153,74381,31471,28537,10377052,87029,163016,130373,171907,661589,2390281,9050161,81.87545669,215.2177024,95.09249416,137.9833057,1085.458687,418.5216022,195.4684274,508.533122,232.6731521,149.9943419,516.1685649,1130.40612,5316.785762,4326.365263,0.774563028,5.20149557,2.090546256,4.181379815,33.4242077,11.57249827,9.09363438,7.871930971,7.03507789,5.156400988,12.29913109,33.23602212,129.0471998,109.3204503,5.910003497,10.7825901,11.31661778,12.64225731,21.31148774,15.13686007,21.81008609,15.89856361,12.2204299,11.87433691,21.31265094,85.51972729,181.1749613,165.125839,0.8575444937,2.928334822,3.764929284,3.195595496,4.745797229,4.740005262,7.946421996,6.074533773,3.846340609,3.580473375,16.39821592,56.37568856,118.5060557,85.63058427,3.886817185,5.519024655,3.731145488,8.265904968,10.75302637,5.397218312,12.06625537,9.756987295,5.925774031,7.495171709,13.98633272,68.0761694,201.6570699,147.4320261,34.7468456,65.96252489,49.53654277,82.45815568,229.9239782,95.17948356,121.8532619,134.9690003,80.65929635,73.76668796,424.7058706,622.1827197,980.5945766,799.0431187,166.7285023,161.6526669,195.4199818,308.5712315,505.1526886,320.9516718,599.3586926,511.3899558,227.6472514,260.3969417,1628.655818,3497.882692,2885.698761,2260.926219,20518.73049,13003.91322,20299.1408,21679.87678,32854.60984,20336.4369,29437.75712,34348.52137,18883.11359,24120.75286,22519.4262,68886.9503,21657.84025,20642.92554
Temperate steppe,SAM,77,49955134,0,49160692,794441,17241,13777,2182,1636,1174,1155,1024,1066,1049,1763,929,625,832,2397,871,538,48027382,17656,40350,44847,14820,127201,199585,688851,721.3759288,67.32154,33.02168054,34.40543679,53.89973504,53.51757567,54.62164025,72.26391829,37.70032978,42.07478734,61.34373591,117.7905776,178.0631755,108.292034,1.551386305,3.562116153,2.777365596,1.027417142,2.121599298,6.663710009,1.384773407,2.477341433,0.7785082201,0.7417787523,1.612082817,2.702940526,3.379042489,3.188276994,8.205069364,6.003209625,3.928863332,5.273276777,7.793042916,4.106589426,7.079279488,4.732617361,3.201491679,2.408817063,4.649245146,7.469489235,6.871968152,5.04230284,0.7697196383,1.431922306,1.129026537,2.411714034,3.950073681,0.9352353906,1.772794812,3.990829052,1.339002174,0.9501455855,0.9953641202,5.323033856,5.651259429,4.701187452,2.291786192,5.497904563,3.411149046,4.387535788,8.94682309,3.16313801,5.678669234,3.247351328,1.46872209,3.690069462,4.825798211,3.26492068,1.680739396,1.230209212,222.4309639,58.97361535,28.14084148,49.21589648,98.183275,27.74028471,50.67776829,60.16089146,30.47720154,32.36108762,43.87366964,37.82331305,24.42139366,23.05854272,101.1902426,153.2741119,70.61116734,125.5949088,203.8837901,87.74370898,116.5915609,148.3244421,74.66043433,68.10681778,95.61802789,129.7027495,68.96574127,53.75896121,1123.691438,1339.706122,1031.00874,932.7683047,645.3657106,881.922708,810.7694573,1468.167297,779.0726178,475.1255437,619.3700954,2092.82885,582.084539,338.4978645
Tropical desert,SAM,78,13725700,511,13496570,228619,202,115,18,16,4,5,2,11,14,5,9,6,5,36,26,44,13495703,424,131,186,51,62,12,1,3.687647602,8.153669812,2.568104305,3.481105535,1.751853493,7.054817537,10.38333913,3.368687889,6.530585175,4.552819813,5.049868681,28.84948157,26.29984002,43.87366627,0.9932682265,0.916954808,0.1528225422,0.3819001556,0.1527789307,0.2206237806,1.340525476,0.1519491055,0.1524263167,0.6110389181,0,4.124466407,0,0,0.305700018,0.2290479424,0.3812634773,0.3054860563,0,0.3057027897,0.6874239703,0.07643324992,0.07641136727,0.2712051922,0.211962643,1.0687529,0,0,0.4573890016,0.2292589319,0.07640743652,0.07642208174,0.228846602,0.2292573654,0,0.1528621223,0.2292493717,0,0,0.3819292268,0,0,0.07553681659,0.3053242555,0.07640739791,0,0,0,0.203391533,0,0,0,0,0,0,0,9.168437751,4.661330333,0.5349189217,1.146323726,0,2.674751661,0.5682529823,1.222840103,1.374703007,0.2284585627,0.2289299292,1.374468079,0,0,2.749380962,1.298719525,0.152808212,0.07642773804,0,0.3056763692,0.3648383401,0.2288707258,0.3821274151,0.1442169421,0,0.305718214,0,0,0.6871378214,0.1524178426,0,0,0,0.1528397047,0,0,0,0.07601794374,0,0,0,0
