,,,,,,,Total,Total,Annual loss,,,,,,,,,,,,,forest cover by strata,,,,,,,,loss within S1,,,,,,,,,,,,,loss within S2,,,,,,,,,,,,,loss within S3,,,,,,,,,,,,,loss within S4,,,,,,,,,,,,,loss within S5,,,,,,,,,,,,,loss within S6,,,,,,,,,,,,,loss within S7,,,,,,,,,,,,,loss within S8,,,,,,,,,,,,
Ecozone,Realm,Code,total area,no data,land,water,Loss 00-13,Gain 00-12,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,S1,S2,S3,S4,S5,S6,S7,S8,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Temperate mountain system,NAM,61,198222879.4,0,194517344.7,3705534.706,8889876.044,3910511.671,602269.2624,678375.4861,568443.8731,940622.0316,667087.0499,801318.3299,983467.94,798078.0123,509967.3945,632383.5388,513169.4471,716973.7618,477719.9164,72667168,2624589.962,2188610.194,1685703.838,1649299.667,9145155.063,15397788.75,89159029.22,16227.23596,42522.99663,12111.13516,14602.75059,12710.66109,12038.8837,22574.87409,11049.51382,7022.758071,6226.466792,5373.177123,7488.069081,12172.65847,2687.747111,5101.03882,1693.906325,2284.012968,2017.076258,1820.624066,3478.600256,1663.74585,1189.42372,1303.503412,1052.462104,1847.347519,3049.573972,2442.462268,3131.454446,1617.177089,1843.366074,1531.269423,1518.619065,2337.607644,1326.724818,694.675276,975.0176555,819.9192172,1799.804008,2964.590788,3680.993464,10020.29264,2120.203785,2388.625611,1933.571695,1661.90124,2806.397735,1535.526068,1024.352783,1292.242641,1204.122363,2478.575255,3310.606257,4854.046428,6620.611885,2859.427694,3178.396441,2981.683515,3049.214069,5144.798606,2311.284512,1642.08742,1708.031238,1425.261325,2533.80651,2920.227592,44676.30567,51194.14772,32904.18892,40516.49305,28451.00547,30227.59524,46547.1323,27513.03343,33301.07267,25013.29576,16053.15587,27224.35865,27125.45415,70504.82698,63847.25503,51361.09357,73006.20054,50891.05496,56540.31942,84180.97808,53157.35389,34663.40729,42362.43929,32410.69135,50005.28029,43024.58072,457195.6446,495937.6889,463776.7405,802802.1863,566570.7275,694461.1731,816397.5513,699520.8299,430429.6172,553502.542,454830.6578,623596.5204,383152.2245
Temperate oceanic forest,NAM,62,4022824.839,0,3889421.402,133403.4374,309938.2972,231650.6634,24297.02031,22080.9907,25371.45104,28779.7004,28599.01644,30362.99581,23105.38586,24204.22829,18294.08192,16730.28346,22096.3963,23264.08113,22752.66551,1334926.016,59998.56911,35276.52361,21639.08546,32064.19614,119024.7551,190005.5048,2096486.752,69.99316183,48.48976352,36.01664578,38.35341104,49.13415154,63.02047023,25.49761615,47.71598299,21.41940856,9.903323373,236.5036142,344.6482494,644.0535135,11.31145228,8.559630806,6.692965784,6.942220614,10.22245589,12.15736965,7.321611702,9.648474378,6.141070162,2.020921659,6.046645999,9.987210752,34.9290734,10.20080228,6.839146031,6.382917822,7.331638171,11.74117049,14.95172393,7.053151032,12.35148338,4.630128528,2.885972412,6.815183935,9.585632379,29.52147668,2.875438818,2.893243473,2.176732607,3.030753447,2.987615881,3.63259757,1.436333853,4.96942717,2.060487255,0.2112615741,2.98384779,6.995172059,21.16901267,18.70850002,11.76509718,9.018159863,9.605764274,14.47457295,18.17989599,10.51973624,19.48339698,6.913568869,3.406348325,7.256364507,12.06664178,35.15729821,108.786547,100.9272036,83.88196633,87.91295215,117.9358823,133.0481168,77.55075079,118.459522,60.07274422,18.62372609,57.50872454,96.23955931,168.655018,439.7653738,366.5349512,335.9222625,337.2180349,394.7261157,447.2478339,245.8448055,308.1027913,182.246106,67.61635902,157.1833492,258.4981528,398.084885,23635.37904,21534.98167,24891.35939,28289.30562,27997.79448,29670.7578,22730.16186,23683.49722,18010.5984,16625.61555,21622.09857,22526.06051,21421.09523
Temperate steppe,NAM,63,212622303.9,0,210505641.1,2116662.775,313899.0872,51884.0597,25630.04509,18621.96409,21995.79641,40023.74412,32527.44111,23049.92767,37926.31955,18608.90904,10284.59713,11197.02109,13400.95281,25695.56597,34936.80307,197535151.9,1233987.876,924416.2173,657296.3611,842798.0834,2078452.062,2287812.079,4945726.567,4277.252185,2209.992188,4014.95387,7132.410658,4830.807941,3881.429139,7541.225251,1770.248884,1067.249122,1355.826168,1785.027173,1847.758415,10612.76274,739.1370603,669.5838193,1120.427977,1581.572425,1472.777841,1144.836868,1886.546148,360.2848725,195.1443337,296.2557752,322.6443337,664.7340869,1640.128533,290.6103677,179.4983118,261.5004839,431.7547832,339.6221763,233.0776229,268.8318006,177.161342,144.7974656,115.6228859,149.8523296,574.0847363,1506.561452,1461.909138,392.3825809,882.7786011,1862.80044,1218.130537,530.3539241,1418.638112,248.985409,258.3114878,270.1017314,389.9337103,890.9523361,1853.031804,554.9135454,526.7170703,1102.57533,1503.533755,1411.225776,937.5178178,1876.606173,357.3376907,223.7579642,262.7240887,345.4752352,754.9979849,1022.795405,3325.877543,2577.559257,3677.202721,5928.973057,5829.801687,2982.635403,5573.178558,1699.181986,1186.800175,1215.242016,1789.162584,4292.296202,4795.009677,3443.241512,3126.614467,3488.113597,4925.614682,6460.420008,2917.841539,4828.831292,2249.540196,1798.478265,1630.376744,1846.941346,4414.369781,4138.189581,11537.10374,8939.616392,7448.24383,16657.08433,10964.65515,10422.23535,14532.46222,11746.16866,5410.05832,6050.871681,6771.916097,12256.37243,9368.323873
Tropical dry forest,NAM,64,22537458.49,0,22180338.95,357119.538,336780.4278,87097.64954,36095.64776,19397.6147,28500.39286,30825.82522,29025.86978,22786.40869,34900.86106,24140.23435,37128.44034,23221.65024,18703.10795,16907.76108,15146.61372,12356882.83,642028.7877,747234.1369,534562.3803,442079.3054,2740828.672,2503187.723,2213535.116,2164.450038,1287.868114,1428.59729,2149.353415,2085.502841,1757.334612,2412.449078,2011.416157,1794.395068,1468.100834,1356.676392,1218.783905,2793.765178,270.6374816,135.7356048,168.1768553,224.4890681,245.3267569,194.8771626,270.7030383,209.1707189,187.0666026,170.2610453,137.4897768,130.672076,220.0850415,368.8269863,211.0942867,220.8711715,298.6814206,332.1199494,246.719414,348.3367275,247.6760019,248.55289,245.6841923,186.1085248,188.4719697,271.7835154,295.0188388,162.244236,208.0721704,270.4703253,271.6900496,187.0712883,301.7576825,201.1743708,228.6199846,221.4559959,156.854634,156.8678154,202.9978591,337.4998287,210.6897427,261.0521184,336.4113143,348.3276148,240.3359517,373.4504157,270.1696465,286.5280805,281.2055259,195.3702202,209.5887533,250.63058,5768.720832,3408.368199,5277.70283,5821.521774,5874.701119,4390.150821,7217.616854,4601.616341,5934.709857,4894.906999,3049.610841,2723.4301,2132.324505,11849.26543,6211.589829,11943.21994,11810.85798,11036.94346,7846.922126,12866.98003,8090.513194,15922.41606,7848.570705,5629.909292,5174.708302,4146.705322,15041.22833,7770.024689,8992.700482,9914.039919,8831.257986,7922.997313,11109.56723,8508.497916,12526.1518,8091.464947,7991.088267,7105.238163,5128.321717
Tropical moist deciduous forest,NAM,65,67593515.79,513.9791932,66127479.52,1465522.298,2749952.26,817412.2917,190358.9273,190004.11,200377.199,176735.9222,262373.9711,194081.844,251629.3071,219313.6691,300602.1718,219765.0294,198579.5597,161989.7769,184140.7719,25434856.19,1160182.618,1045815.541,795922.6802,905232.9608,4676315.972,7371172.035,24737981.52,4329.762963,3747.07545,3694.422461,4741.794849,6331.28478,3966.986368,5215.0571,5102.504543,5021.271345,4354.566648,4292.066859,3276.1737,12732.61269,655.3534295,586.0605318,557.5930077,620.3309417,1025.978677,570.295521,772.0445773,673.546524,675.9268113,704.049871,572.2226613,535.9663095,1228.31684,829.6865827,595.8831982,649.0023616,665.4218004,1022.677242,609.6677747,775.1742712,734.9254946,697.554828,790.2081838,623.3502891,543.2528475,1142.14718,573.9803303,528.4099937,542.8144436,584.2672646,905.086574,536.7999389,684.5643325,650.3247693,602.2948348,611.5994247,531.3580206,425.273835,776.4894884,831.9237215,762.9004539,796.8568625,766.3861111,1396.061179,732.0222006,997.2175897,897.946958,886.3286307,983.5433837,777.8354247,660.831969,1113.773236,11306.96212,10529.5455,11766.69161,10507.34953,15797.28092,10245.88154,13734.19727,11808.522,11855.77834,10464.93237,8614.795952,6832.241353,7520.836943,33934.33893,28108.1724,37455.4496,29775.46573,47367.29566,28601.89034,43254.75333,33715.86553,39796.05516,31742.26688,25648.86819,22239.9821,25755.9385,137896.9193,145146.0625,144914.3687,129074.906,188528.3061,148818.3003,186196.2987,165730.0332,241066.9618,170113.8626,157519.0623,127476.0548,133870.657
Tropical mountain system,NAM,66,25834208.14,0,25778810.33,55397.80478,309011.2275,52219.70279,23235.92493,16908.01739,13736.33277,25290.31613,28978.18606,26297.71565,27806.36497,25592.00091,24210.65953,22118.4184,25179.51045,27437.04677,22220.73356,10703605.71,700621.4391,524020.1113,395390.3436,392381.4622,2620700.599,3194928.935,7247161.736,804.4551279,557.9821198,419.1838448,775.5318049,697.2974112,789.8676279,896.6878476,812.6047254,672.7283198,635.1344348,732.0023803,663.0400324,1548.09221,91.12623878,55.73741077,47.80734253,83.20759257,84.57882782,86.79222938,105.5563917,86.97057789,69.16579688,77.09989758,103.0890507,98.36605918,289.1107504,112.9097312,67.78723886,61.40989943,102.325293,97.66920484,113.1954099,132.4964045,91.28548361,92.76348065,100.9592902,108.0815238,99.40039185,186.0723581,82.92698596,69.02277444,54.29492256,81.63153225,90.63170549,102.9729359,96.54842155,107.0095566,72.19030747,76.65241336,107.1472044,83.40020866,155.9680665,127.223877,84.92269611,66.7945627,112.9632622,111.6771924,144.9684956,128.8879281,112.7584597,100.7591899,109.813045,130.0453176,125.3031321,193.674224,1968.393598,1321.056569,1157.176765,2017.293599,1978.005813,2346.430757,2413.441063,2144.375817,1740.556424,1768.095977,2103.518521,1693.02013,2092.578973,3264.083845,2426.069601,2130.481426,3931.030145,4099.747106,5000.451959,5250.779564,4148.658833,3631.511838,3700.82868,4323.026387,3784.828419,5704.858799,16784.80553,12325.43898,9799.184009,18186.3329,21818.5788,17713.03623,18781.96735,18088.33745,17830.98417,15649.83466,17572.60007,20889.6884,12050.37818
Tropical rainforest,NAM,67,41767526.55,6.602216688,41115421.48,652098.4626,2469243.903,264041.5355,140829.7094,156438.8148,148284.524,131807.1861,226272.7912,156038.9549,245256.0436,210599.728,247363.1632,289681.6744,178825.1419,172165.8965,165680.2754,8538784.37,514649.2264,434526.8628,307423.7545,396666.0235,1933016.926,3665208.197,25325146.12,918.7522861,1055.524147,1065.492344,1006.811131,1364.15125,1052.533108,1107.908145,1290.427942,1267.157904,1055.331478,1032.134749,998.2160724,3438.334912,163.6524204,203.4524636,207.8349804,187.9297587,284.2659688,198.6682433,231.801242,239.4468634,252.2310894,243.5362542,206.7056886,210.5817431,409.784263,215.934807,236.6344737,243.0195431,204.798848,307.5072082,222.0124783,229.897751,268.5295786,272.2627275,252.3576849,223.5937504,200.4702114,389.7198987,147.7353641,177.7260286,183.0649092,163.0643511,235.7668065,163.5867158,179.8049743,217.402825,212.6081219,206.3552613,177.8947901,159.9972928,247.807076,196.4925044,239.2612455,273.5383978,226.7810333,373.1525323,247.345288,275.8910122,314.9648615,342.6678266,314.503398,275.8073316,242.7046402,348.7969514,3063.431724,3484.958998,4425.565444,3269.416691,4996.557099,3538.258639,3962.0198,4222.644418,3936.551132,3436.915349,3016.390169,2805.627231,2293.284311,11891.64268,13668.55509,17173.58535,13002.30037,20466.10116,14116.3247,18394.52724,16443.23473,16184.28916,14650.55498,11419.34217,11595.7929,9962.070912,124232.0676,137372.7024,124712.423,113746.0839,198245.2892,136500.2257,220874.1934,187603.0768,224895.3952,269522.12,162473.2733,155952.5064,148590.4771
Tropical shrubland,NAM,68,122483.9195,0,122388.2877,95.63181495,2493.793938,642.1511239,325.0568764,147.5899226,133.5444883,249.3726068,200.0502281,193.5287871,356.7309278,138.8115718,243.5081047,141.337695,162.8749482,101.2790614,100.1087202,77673.12677,3691.592345,4965.632593,4472.518328,2681.511165,14010.97009,9863.474786,5029.461633,22.60679552,8.097928182,7.133820301,8.467673132,7.880873961,8.77138577,10.10372252,9.511251986,17.77582717,4.684313594,7.431605133,6.469131206,35.97181612,3.272425636,0.6690268162,0.5943408516,0.8908831503,0.9668361864,0.8173079806,1.85761228,0.5206836222,3.496233218,1.040265162,0.9663524054,1.263291718,3.94086006,7.210295679,4.085139605,2.971349426,4.677324748,2.007308924,2.303866132,6.23932566,3.788382801,4.237002435,2.600097091,3.269103833,3.791067739,4.760188305,3.122230328,1.189305965,1.559932637,2.227084659,0.6687466222,0.7432097968,2.896077976,1.707836668,1.412955004,0.5941329294,0.8181189397,1.412382148,4.165486698,4.537823419,1.189493645,1.11453872,2.227244953,1.486030666,1.114722644,3.341794338,0.8180933805,3.495014198,0.6685094227,0.5945886596,1.115556915,4.16293613,75.67788673,33.13775579,23.92690865,61.10079081,28.76446756,35.95032164,68.38962871,36.16476773,47.56181144,27.40361539,21.39380944,16.27951723,22.00609022,123.8675494,49.91315206,51.91310494,109.0584898,87.28454689,70.40952003,164.4167594,51.32548785,100.9064717,61.19665616,54.59228696,40.85898614,15.67160387,84.76186969,49.30812051,44.33049277,60.72311548,70.99141727,73.41845307,99.48600695,34.97506777,64.62278952,43.15010521,73.80908281,30.0891283,9.429738781
Water,NAM,69,40631057.37,0,4803128.659,35827928.72,109362.1566,21100.39626,20745.73489,6834.932711,4146.680996,5352.367268,9267.347964,13925.8121,6203.317824,10479.7723,9047.130849,3270.097675,3830.511801,8401.596853,7856.853366,1574270.395,140128.2158,78518.14697,41933.0852,84371.78452,745142.9098,751049.847,1387714.274,429.6234322,92.93648971,59.26741096,110.2037586,76.90138246,149.3983427,88.02568632,265.7782217,165.9303402,76.61937322,56.5872646,179.127692,366.1386041,163.7971962,26.31762798,10.5329319,30.73681216,18.98650705,52.4025749,33.35105658,127.1179023,63.19595114,21.040133,14.36821501,50.85394761,186.7446371,207.224712,29.26421711,9.196249672,37.29700422,37.65064202,69.86991075,44.88020853,132.484212,90.63346336,31.89173937,18.07874356,43.44837178,171.3029627,187.3308911,37.45231723,7.935880959,31.50008694,19.75733821,53.3988536,28.44059534,118.8423488,57.80162696,19.21362337,14.37165883,33.8613266,93.20412186,252.1891756,65.22186016,12.36267361,56.03788485,41.39188405,125.9085452,39.57575296,181.8920186,129.2338859,22.92143191,26.74160156,44.77464732,128.1297525,2496.962498,526.2854088,337.4155657,708.4655415,1353.723946,2094.82955,448.0442375,1818.71563,1490.930086,170.7778544,618.3490853,1148.476194,1685.242372,7990.726328,1763.643329,707.4328481,1117.750792,3126.370127,3402.77182,944.4083404,1973.803182,1252.931274,329.4851051,569.1929406,1714.348891,2405.292422,9017.88066,4293.811462,3002.537435,3260.375389,4592.566137,7977.232508,4576.591946,5861.138786,5796.474221,2598.148415,2512.822291,5186.705784,2820.798493
No data,SAM,70,814964.8674,35940.20458,745681.6846,33342.9782,3986.736803,267.550811,249.7704555,230.6973111,133.0063829,250.4686417,356.0948595,681.0861986,420.9428925,353.2458219,581.5512721,70.00094823,248.7759399,308.0150672,103.0810121,575807.6885,11091.00631,16238.8395,12136.69723,3596.508514,32861.64558,31296.4404,62652.85853,13.0777728,22.61650732,16.23175581,13.77002131,13.46234087,12.76996284,16.00056597,116.7776219,52.84931294,31.69244584,51.00096772,180.3202789,57.00239654,0.1538263698,0.6154014751,0.846215049,2.077051757,0.7692395508,1.923138768,2.615469231,2.307685427,4.230910515,2.846151419,2.923151711,3.461549169,3.461660621,0.6154101321,0.6153945005,1.846244728,1.846228451,1.76930193,1.846224746,4.153959934,2.692378345,3.307784534,3.769322399,6.538709484,1.923116493,5.461705868,0.1538547972,0.07692683607,2.846359069,0.9231415879,1.538551713,0.692311753,2.230825098,0.3846275745,1.46159992,0.1538493212,1.384702288,0.4615727284,4.846389186,0.07692345423,0.3846295653,0.3846395648,1.230813525,1.00002758,1.076961969,1.692359699,0.7692699965,1.846212958,0,0.4615554541,0.3846332181,1.076968288,7.461838527,8.154077075,18.69356378,19.46236253,20.38561872,25.23134172,34.61659406,12.9234821,34.0006546,4.769385696,18.38547108,11.53883283,8.077237983,16.76953524,15.61564971,29.69423409,22.38541848,49.54103802,62.46291356,77.85026371,34.30863445,69.38650335,2.307736616,27.23200026,15.00032031,8.461840983,211.4612942,182.6187247,62.46337083,188.7736041,267.6287411,575.0833432,281.7828548,183.0821221,414.4682932,24.46205695,140.8493819,94.92476359,14.69281267
Subtropical dry forest,SAM,71,10052302.1,0,9940118.598,112183.4982,946019.0696,1079510.601,51317.07418,61726.77403,60505.10778,62535.2232,72139.26041,69823.61941,89345.88977,81862.11056,67749.90885,65354.44507,73391.69605,102111.4251,88156.53517,5339470.985,118162.1396,120576.1313,126540.7727,63198.18057,515530.5813,629734.3536,3026905.454,207.2165519,242.3161156,475.4747293,298.5967909,620.0262049,363.845098,334.3790348,352.3433457,182.5160256,242.3742172,572.1022339,3440.576134,12832.37604,21.27015694,27.77610288,48.40692622,33.71187479,58.56429186,32.78311391,39.45616177,45.66689155,21.68501603,34.83964213,61.31108618,166.1768158,633.0373748,28.83928806,37.728637,59.33309249,49.77254323,71.03124851,39.40736249,53.93472949,51.18604116,27.70836415,32.39101655,64.63837231,179.0132752,591.5608712,15.8635239,22.58200683,27.46351067,27.21016631,36.62174019,24.04566996,29.62361967,30.68792398,19.31776969,34.42568706,76.88756598,184.9776265,332.2833201,22.14150879,31.56749454,53.52236634,37.88581695,66.17533173,39.97997515,38.5148376,40.51920468,24.3390986,34.28725335,48.39162451,115.198346,461.3978436,295.8345995,405.3896488,641.3141137,612.4402104,1017.040779,701.5666673,979.5113531,839.8395121,624.0965372,703.4814668,1493.709356,2607.150079,4649.968888,753.2415511,1022.215825,1320.136476,1610.11718,2538.175735,2554.634961,4008.106481,3615.655041,2457.332866,2424.082264,5183.649993,8247.404617,5708.603891,49972.667,59937.1982,57879.45657,59865.48862,67731.62508,66067.35656,83862.36356,76886.2126,64392.91318,61848.56352,65891.00582,87170.92819,62947.30694
Subtropical humid forest,SAM,72,119909874.9,0,118280777.4,1629097.52,2022514.238,2526988.468,120182.3843,135572.302,141349.0633,150175.0704,158989.0778,161959.9779,134546.6209,155972.2596,127321.916,142835.466,156294.5453,227584.1816,209731.3728,95552269.88,533649.0827,660453.7431,406967.9386,519545.7995,3323529.71,4067033.895,13217327.34,3922.100845,3068.805334,4323.373579,3857.497295,3754.790328,4451.131644,3034.676456,3762.004487,2806.194076,2078.28559,10227.94011,14062.01154,68788.54671,309.6832829,264.9603401,345.7189944,376.3387595,315.7724141,401.1418276,276.5803025,341.1855465,284.1232453,169.2297473,403.7108898,558.3888645,1534.610744,421.7316372,280.4337391,409.8448853,390.6397573,355.4330946,437.1041602,293.6670957,374.8557495,289.8445014,187.7466501,434.5098938,773.0249855,1691.1239,230.2312928,169.6765527,233.6121662,221.658949,206.4120184,254.2876994,152.0865002,217.2578184,174.4572846,116.4833308,284.7820694,526.8808065,1169.179181,295.5485767,296.6968306,390.6609915,441.5382726,387.3719704,438.9019725,301.4007677,393.6559249,295.1484306,191.4649448,404.2383432,577.0248455,1439.416844,4430.363535,4267.214396,6076.445535,6714.513662,5944.132365,7216.982049,4575.090463,6238.108918,4728.570976,3191.255071,5471.249036,6530.523134,11939.45758,9779.636258,9279.161079,11167.15562,12002.20473,11694.77205,15090.89378,10938.1591,14393.74126,11516.96141,8699.613005,18255.31023,28565.48517,22643.59873,100793.0889,117945.3537,118402.2515,126170.6789,136330.3936,133669.5348,114974.9603,130251.4499,107226.6161,128201.3876,120812.8048,175990.8423,100525.4392
Subtropical mountain system,SAM,73,23800838.64,0,23752079.92,48758.72313,16101.67177,11921.60722,337.4837793,3148.648061,1036.687254,857.4145175,984.7253222,689.362001,725.8902795,954.1043111,1872.456876,1058.898655,1611.895046,1639.932979,1184.172688,22393323.82,105441.0887,76356.83308,73804.15559,29553.49921,184752.1581,170592.5993,718255.7586,61.84074162,37.98838847,101.0202498,42.70290421,39.57408103,29.37436245,38.63635339,61.39848249,41.15896879,63.13482904,137.9876944,101.2169849,61.4953145,1.175282301,0.8027281835,5.483437415,1.011887908,2.383721175,0.5256669527,1.934788111,1.173347263,0.633511041,0.1901736046,1.21968978,4.741574572,2.715188029,1.894942533,2.470373419,5.468962471,1.715399468,2.062080145,0.8152124263,1.718705344,1.229406426,1.050415853,0.730940986,1.636102475,1.8158915,3.956341408,0.1825192694,0.8529502584,2.194593237,0.56916885,0.9860908342,0.1262132114,0.7969941415,0.9062808681,1.098036689,0.181972588,0.7324378682,3.628011176,2.745113208,0.4992334013,2.810085955,3.230222251,0.9345598002,0.7920804815,0.5639795035,0.9822129911,0.6077269312,2.471293276,0.364985898,0.4323084117,2.217311863,3.188495042,10.81471233,42.77137325,44.26179209,23.40656118,29.58775509,11.6905118,20.30927935,28.66275439,32.24430611,7.5793618,17.72935273,33.76448079,39.5817915,27.2340479,139.7974788,62.47563867,38.94350705,61.03637252,25.66341278,36.12362845,86.3058081,75.08353061,14.877253,60.16874693,85.96619644,50.17950615,233.8423,2921.154682,812.5523581,748.1305291,848.303141,620.6026419,625.3883177,773.8205047,1718.716813,971.8391377,1391.988714,1406.582528,1020.310938
Subtropical steppe,SAM,74,63990693.81,0,63680777.48,309916.3283,29724.41121,25630.37615,1908.846066,1259.840866,1334.053075,2440.348425,2662.114673,2864.664178,2726.10234,5157.043711,2309.937534,2809.635318,1264.920784,1502.458635,1484.445603,62970175.91,82779.27234,78919.4023,90516.7174,22285.8433,186920.2668,118936.6642,130243.4078,1030.492065,497.2690764,805.7887795,1209.859778,1053.598341,1809.168812,1499.745813,1878.739885,1051.880142,1152.507508,457.730523,296.8246871,741.5294177,29.80190852,17.92640533,25.48485203,65.7810283,49.44915918,104.6325837,27.55212784,42.38835473,37.60506471,52.99735967,13.06836601,22.49519939,14.96225777,26.20572339,6.948402034,6.364151912,55.20775717,9.526904683,8.996033348,7.594622698,10.18432295,7.035826425,11.95014884,10.05413045,12.60140026,14.88552986,4.430775096,2.614416792,3.345237444,5.598850335,3.317226286,4.103053839,3.682779347,6.158134395,6.396657744,6.916863716,6.822649951,9.282608153,22.06538277,4.194014694,3.040765433,2.917699758,4.230608748,3.807972196,4.332364573,5.175541467,4.116917219,5.40163229,5.702886804,2.899656409,4.152613369,7.640132016,71.54325545,56.86315485,108.2941083,147.9546154,167.5123347,151.0991961,347.0315049,341.7616913,441.159585,475.9877231,108.6476747,138.2564346,165.935496,76.82528008,97.34968607,71.47649868,186.3477536,207.0900044,144.1507158,182.518048,297.8285182,152.6988294,265.9555452,112.237833,194.0978436,217.2430072,665.3530441,577.8289589,310.3817474,765.368033,1167.812731,638.1814187,652.801903,2575.865886,607.7597971,837.6172821,553.4599506,824.7478488,300.1843793
Temperate mountain system,SAM,75,7710560.067,0,7518172.43,192387.6365,26107.05455,14256.74938,581.7228233,1581.40751,1532.003651,1139.480668,808.6015717,1601.219927,1056.412215,4773.927622,2107.995058,1305.918035,1576.236727,6841.39629,1200.732452,5149329.271,20193.79087,37250.96537,43036.63338,17506.30233,142885.6998,366114.544,1741855.224,61.43903096,50.23604908,47.45913571,49.94519797,283.7694471,117.743616,81.92250658,375.0392307,130.0858629,57.29368068,130.856804,82.05524045,48.30099922,0.04879646671,0.7409946592,0.268367929,0.3526044172,2.496397557,0.8354996957,0.6636808936,1.906673625,1.84397318,0.4977393969,0.8733135971,1.364694007,2.538651352,0.9873328648,1.291839186,2.59389653,1.910733652,2.962820299,1.097619982,2.410112127,4.996721218,3.86049937,2.295642649,1.777338463,5.019685859,4.584131078,0.3149479864,0.6210038464,0.2649475288,0.9558712632,0.7429657443,0.4410010237,1.410612495,2.959172701,1.378628331,0.9800596871,1.109994289,3.792575743,6.254244522,0.1127376254,1.401087028,0.5969884388,1.370798584,0.9186074624,0.4031419642,1.239755455,4.609894327,1.700367315,1.627840504,0.5986410403,2.796209346,1.132359601,6.586291361,23.10360953,7.336975024,16.48331325,32.95842131,13.32999624,13.48468888,58.89200831,27.74629069,12.84881458,21.08382834,35.9145485,38.82372613,17.71676233,77.50252865,29.20168337,53.97251958,41.32010247,42.27690174,42.7217513,196.0900523,96.07917104,41.8518014,37.50772874,175.2270244,165.8188338,494.5169237,1426.510398,1444.281657,1014.489629,443.4328098,1425.09215,912.5591076,4129.433869,1845.300265,1188.522456,1382.429079,6535.226312,933.2795064
Temperate oceanic forest,SAM,76,25987359.23,0,23031407.98,2955951.252,370515.226,351036.8511,20813.51022,13471.17756,20660.09306,22237.17461,34745.37971,21207.93624,30405.3539,35543.01546,19453.12091,24633.01722,25152.95278,73211.67099,28980.82337,10377051.67,87029.46309,163016.1092,130373.2281,171906.772,661588.6013,2390280.822,9050161.315,81.87545669,215.2177024,95.09249416,137.9833057,1085.458687,418.5216022,195.4684274,508.533122,232.6731521,149.9943419,516.1685649,658.7913667,4568.952877,0.774563028,5.20149557,2.090546256,4.181379815,33.4242077,11.57249827,9.09363438,7.871930971,7.03507789,5.156400988,12.29913109,22.18024349,113.3845074,5.910003497,10.7825901,11.31661778,12.64225731,21.31148774,15.13686007,21.81008609,15.89856361,12.2204299,11.87433691,21.31265094,63.53910137,155.6372754,0.8575444937,2.928334822,3.764929284,3.195595496,4.745797229,4.740005262,7.946421996,6.074533773,3.846340609,3.580473375,16.39821592,39.71709121,104.807807,3.886817185,5.519024655,3.731145488,8.265904968,10.75302637,5.397218312,12.06625537,9.756987295,5.925774031,7.495171709,13.98633272,58.46033885,183.1317166,34.7468456,65.96252489,49.53654277,82.45815568,229.9239782,95.17948356,121.8532619,134.9690003,80.65929635,73.76668796,424.7058706,516.6869589,858.4439729,166.7285023,161.6526669,195.4199818,308.5712315,505.1526886,320.9516718,599.3586926,511.3899558,227.6472514,260.3969417,1628.655818,3329.970539,2484.642255,20518.73049,13003.91322,20299.1408,21679.87678,32854.60984,20336.4369,29437.75712,34348.52137,18883.11359,24120.75286,22519.4262,68522.32535,20511.82295
